query,Post ID,Post Content,nickname,link
污染; 2018-02-20; 1; 25,124,		今天全國空氣污染指數顯示圖 ​		,敬天游,//weibo.com/2307689020/G3Wp74WKU?refer_flag=1001030103_
污染; 2018-02-20; 1; 25,125,		牙刷消毒用肥皂水你造吗？研究发现，一支牙刷的带菌数高达100亿！美国牙科专家盖瑞?库拉托拉博士建议，想保证口腔降，最好经常用温WLH215肥皂水洗涤牙刷，洗后擦净放在通风处晾干，以避免滋生细菌。此外，最好将牙刷放在距离马桶2米以外的地方，远离细菌污染，并保证每3个月换把新牙刷。 ​		,画给大魔王蕊,//weibo.com/6411243985/G3Wp2CJFg?refer_flag=1001030103_
污染; 2018-02-20; 1; 25,126,		从天不亮就放炮一直到现在压根没有停的趋势在屋里就觉得难闻天天都是重度污染唉唉唉 ​		,乐乐哎呦喂小太阳,//weibo.com/5517191511/G3WoZnYYR?refer_flag=1001030103_
污染; 2018-02-20; 1; 25,127,		//@追忆晴空108:藕塘村支书涂保文位于涂家村东，占地多亩，名为养猪场，但一直没养猪，还曾几年租给外来渔民做宿舍，收取高额租金，后又套取国家专项巨额补偿款污染费…获利后，曾经肥沃的土地已成一片废墟…恳请政府执法机关彻查！#江西关注# @江西发布 @南昌发布 @南昌进贤发布,晨熙899,//weibo.com/5508252157/G090a2kRA?refer_flag=1001030103_
污染; 2018-02-20; 1; 25,128,	  土地是农民的命根子，集体的土地，父母官本应该用来造福村民，但藕塘村支书涂保文并不这么做:曾经集体肥沃的土地并没有为当地发展带来任何经济效益，更谈不上造福村民，而是直接变成了村支书私人的摇钱树…#问政江西#@民生江西 @廉洁江西 @廉洁南昌 @南昌晚报 http://t.cn/RQkypPA ​	,NA,//weibo.com/6143022395/G3WoPnml2?refer_flag=1001030103_
污染; 2018-02-20; 1; 25,129,		//@袁伟时://@李仲伟律师: //@用户5092626174：一次不公正的司法判决，其恶果甚于十次犯罪，因为犯罪只是弄脏了一支水流，而错误的司法判决则是污染了整个水源。——培根		,勺子a,//weibo.com/6422181736/G2vlb4yI2?refer_flag=1001030103_
污染; 2018-02-20; 1; 25,130,	  【一名企业家的陨落，毁灭的不仅是个人小家，还连带着破碎了依附于该企业的千千万万职工的家！】#厦门东妮娅案# 江先路夫妻的命运，正是中国企业家命运的真实写照，若司法不公不被纠正、权力腐败不被扼制，未来将会有无数企业家、数不尽的职工重走他们的悲惨之路！#冤案申诉##民营企业家权益保护#  ​		...展开全文c,NA,//weibo.com/2282531002/G3WoCEZh9?refer_flag=1001030103_
污染; 2018-02-20; 1; 25,131,		北京，今天多云转晴，-5~5℃，微风，中度污染。 http://t.cn/RRDSdvT ​		,北京天气预报,//weibo.com/5112641524/G3Woupswm?refer_flag=1001030103_
污染; 2018-02-20; 1; 25,132,		唐山，今天多云转晴，-8~4℃，东南风3级，中度污染。 http://t.cn/RRDSreW ​		,唐山天气预报,//weibo.com/5110107149/G3WottoS7?refer_flag=1001030103_
污染; 2018-02-20; 1; 25,133,		保定，今天多云转晴，-4~4℃，西北风3级，中度污染。 http://t.cn/RRDSr1I ​		,保定天气预报,//weibo.com/5110378787/G3WotcQRd?refer_flag=1001030103_
污染; 2018-02-20; 1; 25,134,		运城，今天雨夹雪转小雪，-1~8℃，东北风3级，中度污染。 http://t.cn/RRDSrp9 ​		,运城天气预报,//weibo.com/5110372494/G3Wor7DCK?refer_flag=1001030103_
污染; 2018-02-20; 1; 25,135,		临汾，今天雨夹雪转小雪，0~11℃，西北风3级，中度污染。 http://t.cn/RRDSr9P ​		,临汾天气预报,//weibo.com/5111813145/G3WoqzyEu?refer_flag=1001030103_
污染; 2018-02-20; 1; 25,136,		沈阳，今天晴，-13~0℃，西北风3级，轻度污染。 http://t.cn/RRDSrqB ​		,沈阳天气预报,//weibo.com/5110378609/G3WoosRcO?refer_flag=1001030103_
污染; 2018-02-20; 1; 25,137,		鞍山，今天晴，-8~0℃，北风3-4级，轻度污染。 http://t.cn/RRDSr43 ​		,鞍山天气预报,//weibo.com/5112653184/G3WoodLyT?refer_flag=1001030103_
污染; 2018-02-20; 1; 25,138,		丹东，今天晴，-12~2℃，北风3级，轻度污染。 http://t.cn/RRDSr22 ​		,丹东天气预报,//weibo.com/5110104869/G3WonhZkK?refer_flag=1001030103_
污染; 2018-02-20; 1; 25,139,		锦州，今天晴，-8~4℃，西南风3-4级，轻度污染。 http://t.cn/RRDSrZR ​		,锦州天气预报,//weibo.com/5110094830/G3Won1tI1?refer_flag=1001030103_
污染; 2018-02-20; 1; 25,140,		盘锦，今天晴，-10~3℃，北风3-4级，轻度污染。 http://t.cn/RRDSrhA ​		,盘锦天气预报,//weibo.com/5111801972/G3WomqoJ6?refer_flag=1001030103_
污染; 2018-02-20; 1; 25,141,		辽阳，今天晴，-12~1℃，西北风3-4级，中度污染。 http://t.cn/RRDSrhE ​		,辽阳天气预报,//weibo.com/5111809681/G3WomnJAR?refer_flag=1001030103_
污染; 2018-02-20; 1; 25,142,		葫芦岛，今天晴，-11~2℃，西南风3-4级，轻度污染。 http://t.cn/RRDSBFa ​		,葫芦岛天气预报,//weibo.com/5111797288/G3Wom8MSg?refer_flag=1001030103_
污染; 2018-02-20; 1; 25,143,		徐州，今天多云转雨夹雪，1~9℃，东北风3级，轻度污染。 http://t.cn/RRDSBXA ​		,徐州天气预报,//weibo.com/5112649323/G3WohEUA2?refer_flag=1001030103_
污染; 2018-02-20; 1; 25,144,		南通，今天小雨，3~9℃，东北风3-4级，轻度污染。 http://t.cn/RRDSBx1 ​		,南通天气预报,//weibo.com/5110093320/G3Wohoeke?refer_flag=1001030103_
污染; 2018-02-20; 1; 25,145,		淮安，今天阴转小雨，0~10℃，东北风3-4级，轻度污染。 http://t.cn/RRDSBIO ​		,淮安天气预报,//weibo.com/5110101872/G3Woh6Cx5?refer_flag=1001030103_
污染; 2018-02-20; 1; 25,146,		泰州，今天小雨，1~9℃，东北风3-4级，轻度污染。 http://t.cn/RRDSB5x ​		,泰州天气预报,//weibo.com/5111812095/G3WogvrRS?refer_flag=1001030103_
污染; 2018-02-20; 1; 25,147,		扬州，今天小雨，2~9℃，东风3-4级，轻度污染。 http://t.cn/RRDSBc3 ​		,扬州天气预报,//weibo.com/5110099267/G3WoguY81?refer_flag=1001030103_
污染; 2018-02-20; 1; 25,148,		镇江，今天小到中雨转小雨，3~7℃，东北风3-4级，轻度污染。 http://t.cn/RRDSBtn ​		,镇江天气预报,//weibo.com/5111808488/G3WoguXIz?refer_flag=1001030103_
污染; 2018-02-20; 1; 25,149,		宿迁，今天阴转雨夹雪，0~10℃，东风3级，轻度污染。 http://t.cn/RRDSBqp ​		,宿迁天气预报,//weibo.com/5112645305/G3WogdQf1?refer_flag=1001030103_
污染; 2018-02-20; 1; 25,150,		枣庄，今天多云转阴，1~10℃，微风，轻度污染。 http://t.cn/RRDS3sE ​		,枣庄天气预报,//weibo.com/5111805699/G3Wo8xkA3?refer_flag=1001030103_
污染; 2018-02-20; 1; 25,151,		莱芜，今天多云，-1~8℃，北风3-4级，轻度污染。 http://t.cn/RRDS38T ​		,莱芜-天气通,//weibo.com/5111806483/G3Wo74NUp?refer_flag=1001030103_
污染; 2018-02-20; 1; 25,152,		临沂，今天阴转雨夹雪，0~9℃，东北风3-4级，中度污染。 http://t.cn/RRDS3Hn ​		,临沂天气预警,//weibo.com/5112654512/G3Wo72AYE?refer_flag=1001030103_
污染; 2018-02-20; 1; 25,153,		三门峡，今天小雨，2~9℃，东风3级，中度污染。 http://t.cn/RRDS3q9 ​		,三门峡天气预报,//weibo.com/5111812726/G3Wo4nvo4?refer_flag=1001030103_
污染; 2018-02-20; 1; 25,154,		现在我才知道：有你在的地方……很多人严重到只要闻到汽油味就会头晕恶心，原来以为，推荐各位车主使用是比较传统安全的活性炭包，再加上汽车内饰隐隐散发的甲醛味、浑浊的车内空气让身处其中的晕车者无处可逃、心跳的地方……【车内气味有学问】不仅是坐在车上会晕；不会产生二次污染 ​			...展开全文c,迷失的鱼儿_楠,//weibo.com/3990394198/G3Wo2AWOC?refer_flag=1001030103_
污染; 2018-02-20; 1; 25,155,		荆门，今天小雨，3~8℃，北风3级，中度污染。 http://t.cn/RRDS3v5 ​		,荆门天气预报,//weibo.com/5110368864/G3Wo2AWl3?refer_flag=1001030103_
污染; 2018-02-20; 1; 25,156,		衡阳，今天小雨，5~8℃，北风3级，轻度污染。 http://t.cn/RRDSuTT ​		,衡阳天气预报,//weibo.com/5111809550/G3Wo1aKsZ?refer_flag=1001030103_
污染; 2018-02-20; 1; 25,157,		邵阳，今天小雨，5~7℃，北风3级，轻度污染。 http://t.cn/RRDSuYC ​		,邵阳天气预报,//weibo.com/5112642105/G3Wo0z6qi?refer_flag=1001030103_
污染; 2018-02-20; 1; 25,158,		常德，今天阵雨，5~7℃，北风3级，轻度污染。 http://t.cn/RRDSuOM ​		,常德天气预报,//weibo.com/5112645957/G3Wo0gtXo?refer_flag=1001030103_
污染; 2018-02-20; 1; 25,159,		张家界，今天小雨，5~9℃，北风3级，轻度污染。 http://t.cn/RRDSupH ​		,张家界天气预报,//weibo.com/5112655889/G3WnZEPJs?refer_flag=1001030103_
污染; 2018-02-20; 1; 25,160,		怀化，今天小雨，4~7℃，东北风3级，轻度污染。 http://t.cn/RRDSuSq ​		,怀化天气预报,//weibo.com/5112649566/G3WnZoc8x?refer_flag=1001030103_
污染; 2018-02-20; 1; 25,161,		永州，今天小雨，6~9℃，北风3级，轻度污染。 http://t.cn/RRDSuoT ​		,永州天气预报,//weibo.com/5110369798/G3WnZocLq?refer_flag=1001030103_
污染; 2018-02-20; 1; 25,162,		吉首，今天小雨，4~7℃，东北风3级，轻度污染。 http://t.cn/RRDSu6V ​		,吉首天气预报,//weibo.com/5112650644/G3WnZ5l82?refer_flag=1001030103_
污染; 2018-02-20; 1; 25,163,		汕头，今天多云转阴，15~23℃，微风，轻度污染。 http://t.cn/RRDSuc2 ​		,汕头天气预报,//weibo.com/5112653161/G3WnYcjlm?refer_flag=1001030103_
污染; 2018-02-20; 1; 25,164,		今天北京市空氣污染指數顯示圖 ​		,敬天游,//weibo.com/2307689020/G3WnYc3k9?refer_flag=1001030103_
污染; 2018-02-20; 1; 25,165,		那么多人想钱想疯了，还让不让人睡觉了半夜两点多放，早上六点多又放，怪不得空气中度污染了 ​		,圈墨,//weibo.com/5821466346/G3WnVwcYH?refer_flag=1001030103_
污染; 2018-02-20; 1; 25,166,		揭阳，今天多云转阴，17~27℃，微风，轻度污染。 http://t.cn/RRDSm3U ​		,揭阳天气预报,//weibo.com/5111810827/G3WnVuudt?refer_flag=1001030103_
污染; 2018-02-20; 1; 25,167,		梧州，今天阴，15~26℃，东风3级，轻度污染。 http://t.cn/RRDSmTE ​		,梧州天气预报,//weibo.com/5111796485/G3WnUDbdd?refer_flag=1001030103_
污染; 2018-02-20; 1; 25,168,		玉林，今天阴转小雨，15~25℃，南风3级，轻度污染。 http://t.cn/RRDSmNM ​		,玉林天气预报,//weibo.com/5111797131/G3WnU3HHl?refer_flag=1001030103_
污染; 2018-02-20; 1; 25,169,		【孕妇吃海鲜是有何忌讳？】1、怀孕早期，螃蟹坚决不能吃。2、海鲜一定要吃熟的，万不可吃生海鲜。3、不要吃受污染（汞污染）的海产品。4、孕妇吃虾后若没有不良反映，如过敏、腹痛，就没有问题。虾钙含量高，孕期适量吃虾或虾皮可以补充钙、锌等微量元素，促进幼儿的生长。 ​		,李美娜子群,//weibo.com/6438913784/G3WnHApdZ?refer_flag=1001030103_
污染; 2018-02-20; 1; 25,170,		乌鲁木齐，今天多云转晴，-13~-4℃，微风，轻度污染。 http://t.cn/RRDSEZi ​		,乌鲁木齐天气预报,//weibo.com/5111813533/G3WnFfTSV?refer_flag=1001030103_
污染; 2018-02-20; 1; 25,171,		昌吉，今天晴，-12~-4℃，微风，轻度污染。 http://t.cn/RRDSRsX ​		,昌吉天气预报,//weibo.com/5110379696/G3WnEEeGh?refer_flag=1001030103_
污染; 2018-02-20; 1; 25,172,		阿克苏，今天阴转多云，-5~4℃，微风，轻度污染。 http://t.cn/RRDSRgf ​		,阿克苏天气预报,//weibo.com/5112653498/G3WnEpkt5?refer_flag=1001030103_
污染; 2018-02-20; 1; 25,173,		和田，今天多云，-2~7℃，微风，轻度污染。 http://t.cn/RRDSRue ​		,和田天气预报,//weibo.com/5112656259/G3WnE6CVF?refer_flag=1001030103_
污染; 2018-02-20; 1; 25,174,		做为一个人，顺应宇宙的天理，清除不好的观念污染，就是在维护、爱惜着自己的生c命；作为社会中的一份子，为了社会稳定，不要随波逐流，不要违心的助长社会歪风，那就在围堵不好的观念扩散.　http://t.cn/R9oI2l4 ​		,靳冰瑗98,//weibo.com/6481883647/G3WnsywK8?refer_flag=1001030103_
污染; 2018-02-20; 1; 25,175,		每个人出生都是一张毫无污染的白纸 ​		,slim发嗲9666,//weibo.com/6408402933/G3WnsieKr?refer_flag=1001030103_
污染; 2018-02-20; 1; 25,176,		【北戴河】北戴河海滨地处河北省秦皇岛市中心的西部，是秦皇岛的城市区之一。北戴河受海洋气候的影响，夏无酷暑，冬无严寒，常年保持一级大气质量，没有污染，没有噪音。北戴河气候宜人，二十里长、曲折平坦的沙质海滩，沙软潮平，背靠树木葱郁的联峰山，自然环境优美。 ​		,KARRY王俊凱行程,//weibo.com/2536471261/G3Wne5Jiw?refer_flag=1001030103_
污染; 2018-02-20; 1; 25,177,		东丰县气象台2018年2月20日07时发布天气预报：今天白天到夜间多云，西南风3-4级，最高气温-7℃，最低气温-23℃。空气污染气象条件等级：二级。未来三天我县多晴好天气且气温较前期相比略有回升，利于探亲访友和开展室外活动。 ​​​​		,东丰气象微博,//weibo.com/2740496657/G3Wnczwme?refer_flag=1001030103_
污染; 2018-02-20; 1; 25,178,		【眼药水开瓶4周就得扔】眼药水的“保鲜期”只有4周。眼科医生提醒，眼药水包装上的保质期通常指未开封的状态，一旦开封使用，如4周内未用完，应立即丢弃。眼药水开封后，保存环境发生了改变，药效会逐渐减弱；在使用时药液还可能被空气中的微生物污染，带来健康隐患。 ​		,连捅姨洞宓yb2,//weibo.com/6163179604/G3Wn1n05R?refer_flag=1001030103_
污染; 2018-02-20; 1; 25,179,#中国赞#2小时前刚刚从树上摘下的洋槐花，加上鸡蛋清炒一下，清香无比。绝对的绿色无污染，无农药，无化肥，纯天然，超新鲜。 ​		,瞬间1123,//weibo.com/1777234160/G3WmJjsNS?refer_flag=1001030103_
污染; 2018-02-20; 1; 25,180,		爱，如同一道美丽的风景。清香四溢、芬芳艳丽！而要将美丽进行到底，还需要用心栽培呵护，才不会退色污染！爱，如同一只纸风筝。可近可远，可高可低。风筝有时候会断线，风筝也可以将蓝天装饰得很美，但关键是要看握长线的人，是否用心？ ​		,霸气冰晶星星,//weibo.com/5303889654/G3WmwjjqT?refer_flag=1001030103_
污染; 2018-02-20; 1; 25,181,		海南已经不是十几年前的海南，过去的农村现在已是高楼林立，人口密度大增，如果还是如此任性燃放烟花爆竹，不但污染环境，还可能引发火灾，同时与建设现代化的国际旅游岛极不相称，希望省政府尽快出台禁放措施。@海南省人民政府网站 @海南日报 @人民日报 『没有爆竹声 年味依旧在（人民日报）』 ​			...展开全文c,优优妈2013的小窝,//weibo.com/3260173535/G3WmsvlOF?refer_flag=1001030103_
污染; 2018-02-20; 1; 25,182,#红红火火过大年#【眼药水开瓶4周就得扔】眼药水的“保鲜期”只有4周。眼科医生提醒，眼药水包装上的保质期通常指未开封的状态，一旦开封使用，如4周内未用完，应立即丢弃。眼药水开封后，保存环境发生了改变，药效会逐渐减弱；在使用时药液还可能被空气中的微生物污染，带来健康隐患。 ​		,属于自己的最ez棒,//weibo.com/5325380332/G3WmfxxKH?refer_flag=1001030103_
污染; 2018-02-20; 1; 25,183,		//@卷纸熊ii：可以看出铁臂比铜头生锈要多，说明泼的水显酸性，进而反应出取水地水质问题，推断当地工业污染严重。球球借此来呼吁大家爱护树木，保护环境。可以说非常有教育意义了。		,万恶屋_柯基想吃黄焖鸡,//weibo.com/1298977342/G3Of70lwJ?refer_flag=1001030103_
污染; 2018-02-20; 1; 25,184,#十万个小肉段# 三娃子，你高兴得太早了 ​	,NA,//weibo.com/5149941383/G3WlRxrDp?refer_flag=1001030103_
污染; 2018-02-20; 1; 25,185,		还是应该放鞭炮！可以有效驱除妖魔鬼怪病魔！很多看着是正常人！实际上是妖魔鬼怪病魔或者被病魔附体！只要他她们有一丝一缕能量！就能够祸害人！防不胜防！放鞭炮污染空气只是暂时的！被恶魔们祸害却是死都不知道怎么死掉的！而且人类科学技术法律无能为力！		,人民412929,//weibo.com/1711530911/G3Tsqg9IG?refer_flag=1001030103_
污染; 2018-02-20; 1; 25,186,#泉城禁鞭# 【一图读懂济南禁鞭“大数据”】天更蓝！地更净！生活更美好！（via爱济南） ​	,NA,//weibo.com/6391437117/G3Wlqn7Rc?refer_flag=1001030103_
污染; 2018-02-20; 1; 25,187,		清洁肌肤是延缓衰老头等大事我们生活的环境中的尘埃、污染和病原微生LHV876物，加上皮脂分泌和排泄油脂、汗液。这些物质都会影响皮肤的呼吸。所有只有彻底清洁皮肤，才能保持肌肤正常的新陈代谢，才能让保湿、抗衰老顺利进行，让细胞充盈和新生的成分彻底渗透到肌肤深层，才能有效提升皮肤的弹性。 ​		,辛酸无处诉,//weibo.com/6429302530/G3WllBqvs?refer_flag=1001030103_
污染; 2018-02-20; 1; 25,188,		【今日天气】襄阳20日白天到晚上阴天有小雨，偏北风3到4级，气温4到8度。【空气污染扩散气象条件】四级，较差，不利于空气污染物稀释、扩散和清除，请适当减少室外活动时间。【地质灾害等级】无。 ​		,襄阳气象,//weibo.com/2793704294/G3WlllFlF?refer_flag=1001030103_
污染; 2018-02-20; 1; 25,189,		【妈妈们请注意】新生宝宝躺着#中国赞#喂奶易发生食物反流，被污染的反流物容易通过咽鼓管侵入耳内，引起耳内黏膜发炎。因此新妈妈应采用斜抱的方式给宝宝喂食。安抚奶嘴也要少用，因为频繁的吸吮动作很容易使病菌从鼻腔后端潜入咽鼓管，进而引发中耳炎症。 ​		,反正覀还活着,//weibo.com/2166806735/G3WlllF8i?refer_flag=1001030103_
污染; 2018-02-20; 1; 25,190,		因为卫生指标不合格而被下架。【北京食药监局：新淳白胡椒粉霉菌超标150倍】胡椒粉等香辛料是很多家庭必备的调味品，但这些包装好的香辛料也可能被污染、北京市食品药品监督管理局3月20日通报！“新淳”白胡椒粉等3个批次的食品 ​		,新龙印花厂,//weibo.com/3220271585/G3WkKpQoX?refer_flag=1001030103_
污染; 2018-02-20; 1; 25,191,我到要看看你们这些一早炸鞭炮的人2018能赚几个亿污染环境 财神爷爷被雾霾迷的都找不到你家路一大早给我吓得心率大概120！！ ​		,楊_闹闹的果大粒和汉怂堡,//weibo.com/1575784644/G3WkD1KY2?refer_flag=1001030103_
污染; 2018-02-20; 1; 25,192,#赵丽颖##赵丽颖正能量#  每次妖言四起的时候，就预示着颖宝要开始打这些人的脸了，你们想想，上次的迪奥中国区大使前几天，超话被污染成啥样了？然后颖宝出来打脸了，所以这次我就坐等这些黑子被打脸 ​		,苏打-雯,//weibo.com/3224117875/G3Wkk7S3Y?refer_flag=1001030103_
污染; 2018-02-20; 1; 25,193,		【宝宝疫苗接种完毕，应留院观察30分钟左右，若无反应出现再离开】但这不是意味着高枕无忧了，家长还需细心的观察与细致的护理，宝宝接种疫苗后，注意休息，避免剧烈活动，3天内最好不要洗澡；在家注意保护宝宝接种部位，保持清洁，以防污染物进入而引起感染；在家多给宝宝喝开水（除服脊灰糖丸外）。 ​		,吞吐破旧恋恋,//weibo.com/6109871134/G3WjKmOrP?refer_flag=1001030103_
污染; 2018-02-20; 1; 25,194,		你们都太脏，所以看什么都正常。你们都被社会大染缸污染了，所以没有底线没有三观没有尊严没有原则，所以什么都正常正常正常，身为一个人，真为你们感到悲哀，这个人人臭流氓鸡和鸭的年代		,好人比坏人少,//weibo.com/1656818114/G3PitlJif?refer_flag=1001030103_
污染; 2018-02-20; 1; 25,195,	  网络疯传这个：@冯小刚 提议#苗苗跳舞葛优喝彩# 陈道明护花怒怼：你tm没看过跳舞啊！看了一遍，感觉很家常没啥啊？无非就是一大帮朋友喝high了，弹琴唱歌跳舞而已。熟人之间说话带点小粗口在北京很正常，因为明星光环就标题党了……ps：陈老师是少数我欣赏的中国明星，绝不油腻http://t.cn/RRdgqGc ​	,NA,//weibo.com/2633980323/G3WjFBm9Z?refer_flag=1001030103_
污染; 2018-02-20; 1; 25,196,		泰州啥时候能禁放烟花爆竹了～不光吵闹～而且还污染环境，前几天要不是下雨，刮东北风，估计这空气质量不是优良，而是中度污染了吧～,勇往珠峰,//weibo.com/2656797447/G3WgM08AM?refer_flag=1001030103_
污染; 2018-02-20; 1; 25,197,	  夜里没下雨～迎财神，半夜放鞭炮～所以就污染了～空气质量就不好了！，我敢这样说，夜里要是下雨，空气质量还是保持最起码良好级别～ ​	,NA,//weibo.com/2656797447/G3WjDgsEE?refer_flag=1001030103_
污染; 2018-02-20; 1; 25,198,#中国赞#【多地出现私倒不合格胶囊现象】近日，郑州市现胶囊“彩虹河”，郑州市药品监督工作人员表示，由于胶囊已受到污染，无法检验是否合格，目前只能集中打捞并销毁。同样的情况还出现在了陕西西安，河南新郑市等地的麦地也惊现毒胶囊，当地有关部门正在积极对毒胶囊的来源做详细调查。t.cn/zOlHwat ​		,Ricky瑞祺,//weibo.com/1873804660/G3WjwrMtv?refer_flag=1001030103_
污染; 2018-02-20; 1; 25,199,		【世界卫生组织9条防癌提示】①不吃熏腌制食物。②不吃过热过硬、过焦过咸的食物，不喝过烫的水。③不吃发霉粮食及制品。④不用洗衣粉擦洗餐具、茶具或食物。⑤吃饭不要过饱，控制肉类的摄入量。⑥不吃被农药污染的蔬果。⑦不酗酒。⑧不吸烟。⑨每天开窗1至2小时。 ​		,阴天有雾奎,//weibo.com/6355006572/G3Wjh8n2S?refer_flag=1001030103_
污染; 2018-02-20; 1; 25,200,		auv 年货来了，扫2微码+我们auvshopin 客服小妹啦客服微信下单秒发过年刚好可以吃的阿拉斯加帝王蟹一只装1400-1600克顺丰包邮世界上最大的天然营养名蟹 纯野生深海生长 纯净无污染 大块头有大美味 鲜嫩口感中又带有细致感 ... http://t.cn/RK3SmQl ​		,阿德莱德眼,//weibo.com/3926381546/G3Wj7lcFa?refer_flag=1001030103_
污染; 2018-02-20; 1; 25,201,		（许俊视频）【山谷人家】 云南宜人居住四季如春的地方很多，在众多大大小小坝区周边分部着无数的台地、丘陵、半山区，地形复杂，空气和水土不受污染。 http://t.cn/RRDSL55 ​		,彩云之南许俊,//weibo.com/2712101077/G3WiNwHXP?refer_flag=1001030103_
污染; 2018-02-20; 1; 25,202,#搞笑幽默##搞笑图片#le006【卡隆海滩】卡隆海滩位于帕通海滩南，是普吉岛第三大海滩，也是岛上最长的海滩之一。卡隆海滩，不若巴通那般热闹喧哗，倒像是一座海水浴场。无污染的沙质海滩就像一个白色的勺子蜿蜒在海边。沿着海滩是一大片松木林，腹地很宽，游客要不戏水、晒太阳，要不就是坐在躺 ​			...展开全文c,淡定进行时,//weibo.com/2952274891/G3Wivi78u?refer_flag=1001030103_
污染; 2018-02-20; 1; 25,203,		”，香氛专家MarianBendeth说，“香氛中的油脂成分会渗入到所有含有脂肪的物体中去……比如你放在冰箱里的黄油和牛奶等……从而造成污染……背光的地方。 ​		,碎影襄助_,//weibo.com/5119878358/G3Wi9moY6?refer_flag=1001030103_
污染; 2018-02-20; 1; 25,204,		2月20日白天到夜间：塔城地区北部晴，东风3到4级，最低气温-19到-15℃，最高气温-5到-1℃，老风口、玛依塔斯一线东风7到8级；地区南部多云有时有雾，风力3级，最低气温-15到-14℃，最高气温-4℃。塔城地区北部空气污染气象条件预报：一级。非常有利于空气污染物稀释、扩散和清除。塔城地区南部空气污 ​			...展开全文c,塔城气象,//weibo.com/2367933594/G3WhDaFcX?refer_flag=1001030103_
污染; 2018-02-20; 1; 25,205,#王俊凯18岁karryon#做戏要做全套你这是低估了我的智商还是高估你的智商我不知道是因为我的心受不得一丁点污染还是因为你是我亲人发生在我眼皮底下的事怎能装作什么都不知道更糟糕的是我只能把这个无关自己的秘密憋在心里最受折磨的是连我最亲近的人都不能说			...展开全文c,live_E,//weibo.com/6012895931/G3WhChWid?refer_flag=1001030103_
污染; 2018-02-20; 1; 25,206,		789cai【世界卫生组织9条防癌提示】①不吃熏腌制食物。②不吃过热过硬、过焦过咸的食物，不喝过烫的水。③不吃发霉粮食及制品。④不用洗衣粉擦洗餐具、茶具或食物。⑤吃饭不要过饱，控制肉类的摄入量。⑥不吃被农药污染的蔬果。⑦不酗酒。⑧不吸烟。⑨每天开窗1至2小时。 ​		,bribefafa,//weibo.com/6455364522/G3Why9HBw?refer_flag=1001030103_
污染; 2018-02-20; 1; 25,207,http://t.cn/RjDYtPc 2月20日财经简报，星期二，农历正月初五1、工信部：2018年将进一步督促电信企业落实降低流量资费等措施，流量会逐步降到“白菜价”，2年内可携号转网；2、我国将从2018年7月1日起实施更严格的船舶污染物排放标准；3、沙特允许女性在未获得男性监护人同意情况下创业；4、四川雅 ​			...展开全文c,股市紫霞仙子,//weibo.com/5873882213/G3WhlqYLm?refer_flag=1001030103_
污染; 2018-02-20; 1; 25,208,		夜里没下雨～迎财神，半夜放鞭炮～所以就污染了～空气质量就不好了！，我敢这样说，夜里要是下雨，空气质量还是保持最起码良好级别～ ​		,勇往珠峰,//weibo.com/2656797447/G3WgM08AM?refer_flag=1001030103_
污染; 2018-02-20; 1; 25,209,"		痘百科在人体皮肤表面，皮肤及毛囊内有一些常驻菌，本身并不致病，但这些微生物在痤疮形成过程中，在特定环境下(如汗液)就会发生问题,皮脂是含脂类物XEE765质，分泌多了很浓很稠的时候，加上环境污染的粉尘，脱落的角化细胞混在一起就会堵塞毛囊，因此皮脂代谢和客观环境是致使痤疮形成的重要原因哦。 ​		",年轻的趋向菁,//weibo.com/6439352020/G3Wgjz1Ub?refer_flag=1001030103_
污染; 2018-02-20; 1; 25,210,		【当父母对孩子的“喜怒无常”头痛不已时，也要低头看看自己了】是不是因为自己在工作、家庭等等遇到困难，带来的坏情绪间接地影响到宝宝，造成了孩子心灵上的“污染”，让他们也逐渐喜怒不定。如果是这样，爸爸妈妈们需要学着在宝宝面前控制自己的坏脾气，尽量冷静后再面对孩子。 ​		,遗忘的哈哈66故事,//weibo.com/1716566491/G3WfRhkuV?refer_flag=1001030103_
污染; 2018-02-20; 1; 25,211,#中国赞#昆明就是一个大花园，这里同时拥有高原风光之美、民族风情之美和边陲风貌之美。昆明的空气质量实现重大突破，去年前8个月，昆明主城建成区环境空气质量优良率达到了100%，位居西部省会城市第一位。这对于很多饱受大气污染的城市人而言，简直就是一件再幸福不过的事了。 ​		,森女莪钔锝约定,//weibo.com/5616457232/G3WfMukmU?refer_flag=1001030103_
污染; 2018-02-20; 1; 25,212,		【REN】全线大部分30%OFF~~玫瑰蔷薇洁面啫喱，粘土洁面，抗污染喷雾等~		,海淘UK站网,//weibo.com/3246123594/G3aUR11CS?refer_flag=1001030103_
污染; 2018-02-20; 1; 25,213,	  满40镑全球免邮 【REN】全线大部分30%OFF~code【CNY30】已经打折的，试试折上10%OFF~code【SALE10】【全线地址http://t.cn/ROakZwF 】玫瑰蔷薇洁面啫喱，粘土洁面，蔷薇热布卸妆洁面乳 ，温和去角质洁面乳，摩洛哥玫瑰蔗糖身体乳，抗污染喷雾 ，O12 保湿精华液，各味道沐浴露等~来自英国的 ​		...展开全文c,NA,//weibo.com/3088678921/G3Wfwi5Ie?refer_flag=1001030103_
